what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1436696509141
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1436696509304
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1436696509476
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1436696509720
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1436696510951
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1436696512875
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436696513540
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436696522334
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436696527742
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1436696539551
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436696540965
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436696565945
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436696572174
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436696660799
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436697114225
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436697116649
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436697380955
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436697380978
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436697437703
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699410083
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699420294
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699425968
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699430196
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436699437297
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436699437325
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699437357
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699457975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699458134
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1436699491753
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1436699494854
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1436699549970
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1436699551860
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1436699594712
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436699597424
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699612518
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699709168
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699712120
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699734198
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699757890
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699780067
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699784021
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699858467
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699876597
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436699892176
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1436699948169
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1436699948371
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1436699949285
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436700016744
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436700031445
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436700109079
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436700113129
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436700116369
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436700122117
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436700141068
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436700141086
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436700141086
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436700142449
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436700142449
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436700145825
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436700701647
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436700710228
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436700718786
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701035286
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701037975
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701042034
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701050340
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701077150
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701096248
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701096270
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701096302
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701105050
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1436701109318
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701109377
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701112152
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.rename",1436701112161
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701113302
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701126404
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701126438
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1436701127398
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701130054
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1436701144275
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701171918
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701175942
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701180723
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1436701192006
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701193893
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701193920
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701193949
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1436701198021
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701202894
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701229254
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701234009
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701254555
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701270463
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701298548
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701303057
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1436701304479
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701310962
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701313563
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701332838
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701332865
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701332893
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701343192
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701344778
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1436701359247
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701362343
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1436701368701
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436701376543
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436701377072
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436701377254
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436701377392
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1436701377544
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1436701378465
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1436701396564
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701397344
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701412895
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701425743
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701444907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701447008
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701450419
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701456792
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701456830
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701460483
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701461931
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701464156
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701466204
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701466240
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701466240
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701467863
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701472708
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701472727
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701475612
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701490603
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701490643
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701492604
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701492733
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701496828
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701501457
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701522071
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701524867
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701525091
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701556870
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701557028
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701558698
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701558835
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701560783
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701563775
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1436701580661
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701582025
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701582051
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1436701582081
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1436701587324
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701593109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701618450
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701625305
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701625454
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701634053
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701657284
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1436701659613
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701660875
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1436701662510
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1436701663175
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701676745
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701676905
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701713082
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1436701713234
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701852689
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1436701852860
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1436701859850
